label,text
0,Yeah do! Don‘t stand to close tho- you‘ll catch something!
0,We still on for tonight?
0,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
0,Hey... Very inconvenient for your sis a not huh?
0,I am in hospital da. . I will return home in evening
0,Pls she needs to dat slowly or she will vomit more.
0,I was slept that time.you there?
0,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
0,Cant think of anyone with * spare room off * top of my head
1,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
0,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
0,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
0,Got meh... When?
0,Oh all have to come ah?
0,Waiting in e car 4 my mum lor. U leh? Reach home already?
0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
0,No problem. How are you doing?
0,Yo theres no class tmrw right?
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
0,Not..tel software name..
0,What happen dear tell me
0,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
0,I'll be late...
0,Probably earlier than that if the station's where I think it is
0,Got it! It looks scrumptious... daddy wants to eat you all night long!
0,"Haha awesome, I might need to take you up on that, what you doin tonight?"
0,Studying. But i.ll be free next weekend.
0,She ran off with a younger man. we will make pretty babies together :)
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
0,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
0,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
0,Ü bot notes oredi... Cos i juz rem i got...
0,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
0,Which is weird because I know I had it at one point
1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
0,Then she dun believe wat?
0,How do you guys go to see movies on your side.
0,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
0,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
0,I cant pick the phone right now. Pls send a message
0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
0,We r outside already.
0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
0,Jus finish bathing...
0,I went to ur hon lab but no one is there.
0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
0,Call me when you get the chance plz &lt;3
0,Ambrith..madurai..met u in arun dha marrge..remembr?
0,No screaming means shouting..
0,Ok. Very good. Its all about making that money.
0,You've always been the brainy one.
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
0,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
0,Thats cool. How was your day?
0,Thinkin about someone is all good. No drugs for that
0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
1,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
0,Wake me up at  &lt;#&gt;  am morning:)
1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
0,Yes.i'm in office da:)
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
0,Today am going to college so am not able to atten the class.
0,Gettin rdy to ship comp
0,Carlos'll be here in a minute if you still need to buy
1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
0,You can jot down things you want to remember later.
0,When u wana see it then
0,I jokin oni lar.. Ü busy then i wun disturb ü.
0,Dunno da next show aft 6 is 850. Toa payoh got 650.
0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
0,Should I tell my friend not to come round til like  &lt;#&gt; ish?
0,Want to finally have lunch today?
0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
0,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
0,You know what hook up means right?
0,"Yeah, where's your class at?"
0,Ok... C ya...
0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
0,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
0,Your daily text from me – a favour this time
0,This weekend is fine (an excuse not to do too much decorating)
0,Its not that time of the month nor mid of the time?
0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
0,"Not much, just some textin'. How bout you?"
0,K. I will sent it again
0,will you like to be spoiled? :)
0,The basket's gettin full so I might be by tonight
1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
0,", how's things? Just a quick question."
0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
0,U should have made an appointment
0,Me i'm not workin. Once i get job...
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
0,"I'm outside islands, head towards hard rock and you'll run into me"
0,Are you available for soiree on June 3rd?
0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
0,Long beach lor. Expected... U having dinner now?
0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
0,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
0,"Sorry, I'll call later"
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
0,Sorry for the delay. Yes masters
0,make that 3! 4 fucks sake?! x
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.
0,Thanks. Fills me with complete calm and reassurance! 
0,Dear where you. Call me
0,Thanks love. But am i doing torch or bold.
0,Wat time u finish ur lect today?
0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
0,No. But we'll do medical missions to nigeria
0,I'm at work. Please call
0,I will lick up every drop :) are you ready to use your mouth as well?
0,K. I will sent it again
0,Pls accept me for one day. Or am begging you change the number.
1,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
0,My battery is low babe
0,Sure! I am driving but will reach my destination soon.
0,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
0,K... Must book a not huh? so going for yoga basic on sunday?
0,Did either of you have any idea's? Do you know of anyplaces doing something?
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
0,i am seeking a lady in the street and a freak in the sheets. Is that you?
0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
0,"It's fine, imma get a drink or somethin. Want me to come find you?"
0,"Hey elaine, is today's meeting still on?"
0,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
0,Dear i have reache room
0,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
0,Good Morning plz call me sir
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
1,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
0,I want to go to perumbavoor
0,"I'm home, my love ... If your still awake ... *loving kiss*"
0,In e msg jus now. U said thanks for gift.
0,So that means you still think of teju
0,"Thursday night? Yeah, sure thing, we'll work it out then"
0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
0,Yes. I come to nyc for audiitions and am trying to relocate.
0,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
0,Not course. Only maths one day one chapter with in one month we can finish.
0,How would my ip address test that considering my computer isn't a minecraft server
0,If you have belive me. Come to my home.
0,Great. So should i send you my account number.
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
0,O was not into fps then.
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
0,Do you always celebrate NY's with your family ?
0,Well. Im computerless. Time to make some oreo truffles
0,Got it. Seventeen pounds for seven hundred ml – hope ok.
0,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
0,U coming 2 pick me?
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
0,How dare you change my ring
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
0,DO NOT B LATE LOVE MUM
0,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
0,Why i come in between you people
0,So no messages. Had food?
0,A guy who gets used but is too dumb to realize it.
0,When are you guys leaving?
0,"Ok, be careful ! Don't text and drive !"
0,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
0,Dare i ask... Any luck with sorting out the car?
0,Not directly behind... Abt 4 rows behind ü...
0,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  
0,No did you check? I got his detailed message now
0,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
0,I wont get concentration dear you know you are my mind and everything :-)
0,"I noe la... U wana pei bf oso rite... K lor, other days den..."
0,Hi. Hope you had a good day. Have a better night.
0,No current and food here. I am alone also
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
0,"Sir, waiting for your letter."
0,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
0,Me n him so funny...
0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
0,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
0,First answer my question.
0,* Am on my way
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
0,"Yeah, probably here for a while"
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
1,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
0,Thankyou so much for the call. I appreciate your care.
0,Me sef dey laugh you. Meanwhile how's my darling anjie!
0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
0,East coast
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
0,Have you been practising your curtsey?
0,"Text me when you get off, don't call, my phones having problems"
0,Ok anyway no need to change with what you said
0,Hello- thanx for taking that call. I got a job! Starts on monday!
0,Still i have not checked it da. . .
0,What class of  &lt;#&gt;  reunion?
0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
0,You call times job today ok umma and ask them to speed up
0,I am in bus on the way to calicut
0,Meet after lunch la...
0,Ill be there on  &lt;#&gt;  ok.
0,"Sorry battery died, yeah I'm here"
0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
0,My uncles in Atlanta. Wish you guys a great semester.
0,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
0,Pete can you please ring meive hardly gotany credit
0,Yes I know the cheesy songs from frosty the snowman :)
0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
0,If you r @ home then come down within 5 min
0,Oh you got many responsibilities.
0,Ya very nice. . .be ready on thursday
0,Nice.nice.how is it working?
0,That seems unnecessarily affectionate
0,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
0,Webpage s not available!
0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
0,Host-based IDPS for linux systems.
0,"Yo, any way we could pick something up tonight?"
0,Oh k. . I will come tomorrow
0,I only haf msn. It's yijue@hotmail.com
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
0,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
0,"Sorry, I'll call later"
1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
0,Bugis oso near wat... 
0,If you are not coughing then its nothing
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
0,Waaaat?? Lololo ok next time then!
0,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
0,I enjoy watching and playing football and basketball. Anything outdoors. And you?
0,At home also.
0,Have you bookedthe hut? And also your time off? How are you by the way?
0,But pls dont play in others life.
0,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
0,Yo dude guess who just got arrested the other day
0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
0,Did you stitch his trouser
0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
0,Thinking of u ;) x
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
0,Yeah just open chat and click friend lists. Then make the list. Easy as pie
0,Ho ho - big belly laugh! See ya tomo
0,Ugh hopefully the asus ppl dont randomly do a reformat.
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
0,Are there TA jobs available? Let me know please cos i really need to start working
0,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"
0,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
0,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
0,Hi. I'm sorry i missed your call. Can you pls call back.
0,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
0,Ok i thk i got it. Then u wan me 2 come now or wat?
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
0,Boo. How's things? I'm back at home and a little bored already :-(
0,Stop knowing me so well!
1,Filthy stories and GIRLS waiting for your
0,So what did the bank say about the money?
0,"I'm in a meeting, call me later at"
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
0,Were trying to find a Chinese food place around here
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
0,Ok lar... Joking wif u oni...
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
0,What time is ur flight tmr?
0,"Yup, leaving right now, be back soon"
0,"Sorry, I'll call later"
0,Yes when is the appt again?
0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
0,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
1,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
0,I am in tirupur.  call you da.
0,K. I will sent it again
0,Am slow in using biola's fne
0,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0,Also andros ice etc etc
0,There are no other charges after transfer charges and you can withdraw anyhow you like
0,Ok i also wan 2 watch e 9 pm show...
0,Welp apparently he retired
0,Come to mahal bus stop.. &lt;DECIMAL&gt;
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
0,It is a good thing I'm now getting the connection to bw
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
0,Got it..mail panren paru..
0,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
0,U meet other fren dun wan meet me ah... Muz b a guy rite...
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
0,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
0,R we still meeting 4 dinner tonight?
0,when you and derek done with class?
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
0,Do you work all this week ?
0,Ok...
0,Sorry i'm not free...
1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
0,"Hm good morning, headache anyone? :-)"
0,"Haha, that was the first person I was gonna ask"
0,Lol ok your forgiven :)
0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
0,Good night my dear.. Sleepwell&amp;Take care
0,"I've got ten bucks, jay is being noncomittal"
1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
0,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
0,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
0,Ok no prob. Take ur time.
0,Where u been hiding stranger?
0,Omg how did u know what I ate?
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
0,Well welp is sort of a semiobscure internet thing
0,I will be outside office take all from there
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,No that just means you have a fat head
0,"Cool, text me when you're parked"
0,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
0,Haha i think i did too
0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
0,Shall i ask one thing if you dont mistake me.
0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
0,"Cool, want me to go to kappa or should I meet you outside mu"
0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
0,"I'm not coming over, do whatever you want"
0,"St andre, virgil's cream"
0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
0,Jus ans me lar. U'll noe later.
0,U repeat e instructions again. Wat's e road name of ur house?
0,Sounds like you have many talents! would you like to go on a dinner date next week?
0,Tell me something. Thats okay.
1,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
0,"I av a new number,  . Wil u only use this one,ta."
0,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
0,"Hi elaine, is today's meeting confirmed?"
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
0,"Velly good, yes please!"
0,In which place i can get rooms cheap:-)
0,What happen to her tell the truth
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
0,Oh thanks a lot..i already bought 2 eggs ..
0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
